title,address,description,date,seller,price,image
3 bedroom link detached house for sale,"Chesterwood, Hollywood, Birmingham",A Well Presented & Appointed Link Detached House In This Popular Cul De Sac In Hollywood,07/11/2019,"Melvyn Danes, Wythall","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84535/86388119/84535_29248143_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Ravenshaw Road, Edgbaston, Birmingham, B16","VIEWING IS ESSENTIAL TO APPRECIATE THIS BEAUTIFULLY PRESENTED semi detached family home! Accommodation includes three bedrooms, two reception rooms, a modern style kitchen, off road parking and a delightful rear garden. EP Rating E. ",02/09/2019,"Robert Oulsnam & Company, Hagley Road","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36536/85708775/36536_HGR190131_IMG_01_0000_max_476x317.JPG
4 bedroom terraced house for sale,"Henry Road, BIRMINGHAM, West Midlands","Sydney Mitchell Estate Agents are proud to offer this deceptively spacious Four Double Bedroom Edwardian Style Mid Terraced Property which retains some original features, benefits from double glazed windows and gas central heating (Where Specified) double width driveway, long hallway, through lou...",12/08/2019,"Sydney Mitchell Estate Agents, Sheldon","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/128k/127852/83954684/127852_4748545_IMG_01_0000_max_476x317.jpg
1 bedroom apartment for sale,"The Forge, Bradford Street, Digbeth, BIRMINGHAM, B12",A luxury brand new one bedroom apartment for sales in Birmingham. The development is situated in a fantastic location in the centre of the city. Estimated completion Q3 2020. This bright apartment will have a modern open-plan kitchen with soft closing door and drawer units. The homely master bedr...,02/12/2019,"Moving City, London","£195,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61607/66760845/61607_MOC190227_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Symphony Court, Birmingham",A well presented second floor apartment in the very sought after Symphony Court development. The spacious hallway has french style double doors leading to the living/dining area which boasts large windows overlooking the canals and the city centre. There is the advantage of a separate kitchen wit...,12/12/2019,"Maguire Jackson, Birmingham Sales","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129684/12750_103430004749_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Ryland Place, 27 Norfolk Road","Beautifully presented, south facing first floor retirement apartment situated within Ryland Place, one of McCarthy & Stone´s Retirement Living PLUS developments built in 2018. The property, which has been considerably upgraded from the original specification, has the benefit of two double...",07/11/2019,"Englands Estate Agents, Harborne","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15170/86388200/15170_101624006276_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Barnt Green Road, Cofton Hackett, Birmingham, Worcestershire, B45","A traditional, SPACIOUS three bedroom semi detached home situated in the desirable area of Cofton Hackett. Boasting TWO reception rooms, three GOOD SIZE bedrooms and a private rear garden. NO UPWARD CHAIN. Viewing is highly reccomended. Ep Rating:",25/11/2019,"Robert Oulsnam & Company, Barnt Green","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22307/86946560/22307_BGN190156_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Hall Green, Birmingham","An EXCELLENT opportunity to purchase a traditional semi-detached family home which is well located to local amenities, railway stations, the Midlands Motorway network and schooling for all ages. The property briefly comprises entrance hall with guest cloakroom, spacious lounge, study, fitted br...",22/10/2019,"DM & Co. Homes, Solihull","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104365/74943049/104365_101026002634_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Esme Road, Sparkhill, Birmingham",**NEW ON THE MARKET ** LARGE FOUR BEDROOM HOUSE ** ESME ROAD ** WELL PRESENTED/MODERNISED ** LARGE REAR GARDEN ** FULLY DOUBLE GLAZED ** ,02/12/2019,"Midland Housing Ltd, Birmingham","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75050/75945007/75050_1093_IMG_06_0000_max_476x317.jpg
2 bedroom apartment for sale,"Quinton Lane, Quinton",STAMP DUTY PAID (subject to terms and conditions) Thinking of downsizing? Still want your independence? Look no further! Enquire today and learn more about the exclusive over 60's INDEPENDENT LIVING complex! CALL now to find out more!,26/12/2018,"Connells, B'ham West - Harborne","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1591/78125006/1591_HBO306790_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Whitley Court Road, Quinton","EXTENDED & WELL PRESENTED family home in SOUGHT AFTER tree lined road. Having open plan lounge & dining areas & EXTENDED kitchen/breakfast room. PLAYROOM/study, D/S WC & utility room. 3 bedrooms & REFITTED bathroom with shower AND bath. DRIVEWAY to front, garden with SOUTHERLY...",29/11/2019,"Humberstones Homes, Quinton","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33146/66702261/33146_5893255_IMG_01_0000_max_476x317.jpg
2 bedroom retirement property for sale,"Hagley Road Retirement Village, Edgbaston","A two bedroom NEW BUILD luxury apartment in the HIGHLY PRESTEGIOUS ExtraCare Retirement Village. Boasting a vast range of facilities such as fitness gym, computer suite with free internet access, free library, free laundrette, greenhouse, woodwork room, art & crafts room, communal gardens, vi...",18/10/2017,"Cottons, Edgbaston","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7419/69496589/7419_4287791_IMG_01_0000_max_476x317.jpg
2 bedroom semi-detached house for sale,"Hamlet Road, Hall Green","A quirky Victorian property that has been lovingly restored benefitting from many original features, no upward chain, feature hallway and dining area opening to modern kitchen, lounge with open fireplace, two double bedrooms, luxury refitted five piece bathroom, landscaped garden and garage ",15/11/2019,"Smart Homes Ltd, Shirley - Sales","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51639/86659262/51639_100393015390_IMG_01_0000_max_476x317.jpg
2 bedroom retirement property for sale,"Norfolk Road, Edgbaston","McCARTHY & STONE RETIREMENT PLUS - 57 one and two bedroom Retirement Living PLUS apartments designed exclusively for the over 70s
Stylish homeowners lounge and landscaped gardens for socialising as well as the privacy of you own apartment.
Staff on-site 24 hours, table service restaurant, gues...",17/05/2017,"Hadleigh, Harborne","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/59834257/6892_26968919_IMG_09_0000_max_476x317.jpg
3 bedroom link detached house for sale,"Oakwood Road, Hollywood, Birmingham",A Well Presented Link Detached House In This Popular Road In Hollywood,09/07/2019,"Melvyn Danes, Wythall","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84535/72810208/84535_28924774_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"King Edwards Wharf, Sheepcote Street",***FIRST YEAR SERVICE CHARGE PAID*** Large well presented two bedroom two bathroom apartment in King Edwards Wharf. Property is completed to a very high standard with open plan fully fitted kitchen/living room. Two large double bedrooms including master bed with en-suite. South facing balcony wi...,07/10/2019,"Places, Birmingham","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6459/60408285/6459_100899001639_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Hadley Lodge, Quinton Lane, Quinton, B32","RETIREMENT COMPLEX. On the boarder of Quinton/Harborne lies this stunning brand new development consisting of 43 apartments, ranging between 1 & 2 bedrooms. Simply designed to a high specification and made for easy living, Hadley Lodge is perfect for those looking to downsize. ",24/08/2018,"Martin & Co, Harborne- Lettings & Sales","£299,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96935/56259441/96935_100714010157_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Million Pen Building, Jewellery Quarter","**NOW AVAILABLE TO VIEW** **LAST TWO REMAINING UNITS** A Grade II Listed building, this unique development showcases its original features, combined with 21st century contemporary design. The result offers all the comforts of modern living, in a setting of genuine historic and architectural int...",12/12/2019,"Maguire Jackson, Birmingham Sales","£299,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129603/12750_103430004492_IMG_02_0000_max_476x317.jpg
4 bedroom detached house for sale,"Wheelwright Road, Birmingham","Situated in a well regarded residential location this extended and expansive four bedroom family home with loft room is an absolute must for viewing. Offered at an extremely competitive price and with no upward chain the property provides extensive parking to the fore, entrance hallway with spac...",12/06/2019,"Paul Carr, Erdington","£299,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49216/61442580/49216_9537785_IMG_20_0000_max_476x317.jpg
5 bedroom terraced house for sale,"St. Peters Road, Birmingham, B20","THIS HOME HAS TO BE SEEN TO BE BELIEVED! FIVE BEDROOMS, TWO BATHROOMS AND OFF-STREET PARKING - DON'T MISS OUT ON THIS ONE!",16/09/2019,"Aston Bradley, Birmingham City Centre","£299,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/208k/207434/81228722/207434_201265_IMG_00_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Beeches Avenue, Acocks Green","A beautifully presented four bedroom semi detached property with accommodation briefly affording two reception rooms, open plan kitchen diner/family room, guest WC, four bedrooms, en-suite and family bathroom, off-road parking for multiple vehicles, garage to rear with shared driveway access and ...",14/10/2019,"Smart Homes Ltd, Shirley - Sales","£298,850",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51639/84896171/51639_100393014915_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Newhall Street, Birmingham",LAST FEW REMAINING!! - Don't Miss Out! NEW SHOW HOME NOW AVAILABLE TO VIEW! CALL STUNNING LUXURY APARTMENTS IN THE JEWELLERY QUARTER/BUSINESS DISTRICT - City Centre New York loft style apartments in the Jewellery Quarter close to the famous Bullring shopping c...,22/01/2019,"Connells, Birmingham City","£298,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32172/73072631/32172_DIG105823_IMG_06_0000_max_476x317.JPG
2 bedroom apartment for sale,"Pershore Street, Birmingham","Unique opportunity to buy in the EAST BLOCK at Timberyard , 2 bedroom apartments available from £298,000 this luxury scheme offers residents a concierge , gymnasium, screening room and residents lounge . Parking is available - Long Lease DO NOT MISS OUT - CALL NOW TO RESERVE - ",22/11/2019,"Connells, Birmingham City","£298,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32172/86878868/32172_DIG106935_IMG_01_0000_max_476x317.JPG
2 bedroom apartment for sale,"Newhall Street, Birmingham","LUXURY LIVING JUST MINUTES FROM YOUR OFFICE A stunning TWO bedroom, TWO bathroom apartment situated on the 8TH FLOOR offering NEST control, STYLISH bathrooms and OPEN PLAN LIVING/KITCHEN. Well spaced, light filled, loft-style apartments are matched with smart common areas and a...",17/07/2019,"Centrick, Birmingham - Sales","£298,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54893/83379974/54893_28945903_IMG_01_0000_max_476x317.jpg
3 bedroom link detached house for sale,"Falstaff Avenue, Hollywood","UNEXPECTEDLY BACK ON THE MARKET - An immaculately presented three bedroom link-detached property having the potential to extend subject to planning permission and benefitting from refitted kitchen, refitted bathroom, through lounge diner, three good size bedrooms, guest WC, garage, and rear garde...",05/11/2019,"Smart Homes Ltd, Shirley - Sales","£297,900",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51639/79541693/51639_100393011253_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Moseley Gardens, Moseley Street, Digbeth",BUY DIRECT FROM THE DEVELOPER. 2 BED APARTMENT located in the heart of Birmingham City centre. This off-plan investment opportunity is located in the prime regeneration area of Digbeth. >>PROJECTED 5% RENTAL YIELDS,27/09/2019,"Lamont & Co Estates, Birmingham City Centre","£296,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/176k/175751/85178138/175751_103317000802_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Irish Quarter, Digbeth ",Surrenden Invest are delighted to release a stunning collection of 220 Apartments adjacent to the charming and historic Victorian Paragon Hotel in the very well-connected Irish Quarter. ,14/06/2019,"Surrenden Invest, London","£296,891",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/150k/149897/82594481/149897_Westminster06_IMG_00_0000_max_476x317.jpg
2 bedroom apartment for sale,"Commercial Street, Birmingham","A fantastic opportunity to acquire a superbly presented two bedroom top floor apartment within the prestigious Royal Arch development above the Mailbox. Measuring approximately 900 sq ft this apartment comprises entrance hallway with integrated storage, a spacious lounge/kitchen diner with two si...",01/08/2019,"Maguire Jackson, Birmingham Sales","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129741/12750_103430004640_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Tessall Lane, Northfield","Ashley Borne West Heath are pleased to offer For Sale this well presented three bedroom semi detached family home, conveniently situated on the 'No Through Road' part of Tessall Lane, a short walk from Longbridge Town Centre and Train Station. In brief, the property comprises of an entr...",25/11/2019,"Ashley Borne Sales and Lettings, West Heath","£199,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73920/66614493/73920_10004605_IMG_01_0000_max_476x317.jpg
3 bedroom link detached house for sale,"Trevanie Avenue, Quinton","***NO UPWARD CHAIN*** Much IMPROVED & EXTENDED link detached home with NO CHAIN. 25ft lounge/diner, REFITTED 21ft breakfast kitchen & DWC. 3 X bedrooms & bathroom. Off road parking & rear garden with SOUTHERLY ASPECT. UPVC double glazing & gas central heating fitted - EPC Rati...",17/11/2019,"Humberstones Homes, Quinton","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33146/66471552/33146_8578996_IMG_01_0000_max_476x317.jpg
4 bedroom end of terrace house for sale,Harborne Park Road,"*** Sleeps Four Students - Investment Opportunity - Harborne - Let for 2019 - 2020 Academic Year *** Oakmans are pleased to present a student property in Harborne, with accommodation briefly comprising of; kitchen/living room, downstairs bedroom with ensuite, further three bedrooms with ensuites,...",22/11/2019,"Oakmans Estate Agents, Birmingham","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112342/72184627/112342_2502233_IMG_10_0000_max_476x317.jpg
4 bedroom detached house for sale,"Herbert Road, Longbridge, B31","A rarely available four bedroom detached home on a sought after development situated on arguably one of the best plots overlooking a park. Accommodation briefly comprises lounge, kitchen/dining room, utility room, downstairs WC, four bedrooms, en-suite to master bedroom and walk in wardrobe and a...",22/01/2019,"Purplebricks, covering Central England","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/59556930/151073_644986-1_IMG_01_0000_max_476x317.JPG
5 bedroom detached house for sale,"Church Lane, Handsworth Wood ","EXTENDED Modern Style Detached Residence Situated In A Popular Location Comprising Of FIVE BEDROOMS, Two Kitchens, Two Bathroom, Garage & Off Road Parking. Offered With NO UPWARDS CHAIN, Viewings Are Highly Recommended ",22/11/2019,"Henley Charles, Handsworth","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83969/86877698/83969_100592006137_IMG_01_0000_max_476x317.jpg
3 bedroom bungalow for sale,"Torre Avenue, Northfield, Birmingham B31 5BX - Three Bedroom Detached Bungalow","HUGE POTENTIAL AND IDEAL FOR A FAMILY HOME. This is a rare and exclusive Detached Three Bedroom Bungalow situated in the Far corner, a secluded private road just off Torre Avenue. This property is ideal for a family home located in a cul de sac. Situated in Northfield close to the new Longbri...",20/05/2019,"Douglas Estates, Harborne","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40568/73284251/40568_8792346_IMG_03_0000_max_476x317.jpg
4 bedroom town house for sale,"Walsall Road, Perry Barr","** UNDER CONSTRUCTION ** HELP TO BUY AVAILABLE ** A fabulous four bedroom contemporary town house ideal for families consisting of a kitchen/dining room, utility room and lounge to the front elevation. The superior kitchen boasts a central island with a selection of integrated appliances with...",06/11/2019,"Paul Carr Land & New Homes, New Homes","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/36k/35100/66213612/35100_9994687_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,The Willows 110 Edgbaston Road,"** LIMITED AVAILABILITY - ONLY FOUR APARTMENTS REMAINING** A range of stunning two bedroom two bathroom apartments in The Willows, a brand new exclusive development on the borders of Edgbaston and Moseley. Apartments are designed and built to a very high specification and come with gated parking ...",16/10/2019,"James Laurence Sales and Lettings, Edgbaston","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/129k/128548/65795370/128548_102857003230_IMG_10_0000_max_476x317.jpg
4 bedroom detached house for sale,"Fernwoods, Birmingham","A wonderfully presented and spacious 4 bedroom DETACHED family home, situated in a popular residential road in Bartley Green. Near to a number of excellent schools and transport links. Arrange your viewing now! ",16/07/2019,"Connells, B'ham West - Harborne","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1591/83356013/1591_HBO307102_IMG_03_0000_max_476x317.jpg
2 bedroom apartment for sale,"Oxford Road, Moseley","Discover St Mary’s Moseley, a brand new selection of twenty two, 1 & 2 bedroom luxury apartments in the heart of the desirable and popular Moseley. These outstanding properties won’t last long, with interest already high with 40% NOW RESERVED, so don’t miss out. Discover these exceptiona...",10/09/2019,"Centrick, Birmingham - Sales","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54893/84628829/54893_29088114_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Liberty Place, 26-38 Sheepcote Street, Birmingham, West Midlands, B16","**CANAL VIEWS** This beautiful two bedroom two bathroom apartment in the popular Liberty Place development is being offered for sale with no upward chain and briefly comprises of entrance hall, open plan dual aspect lounge and kitchen with built-in appliances, master bedroom with en-suite shower ...",30/09/2019,"Dixons, Birmingham City Centre","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74974/74444590/74974_BCC160262_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Whitehall Road, Handsworth","This WELL PRESENTED FIVE BEDROOM PROPERTY offers generously proportioned yet versatile accommodation throughout. The property which benefits from gas central heating and double glazing (where specified) briefly comprises to the ground floor:- entrance porch, sitting room, study, two double bedroo...",20/11/2019,"Green & Company, Great Barr","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/14k/13493/85713968/13493_101995046398_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Florence Road, Kings Heath, Birmingham, West Midlands, B14","VERY WELL PRESENTED FOUR BEDROOM MID TERRACE RESIDENCE situated in this most popular location off Kings Heath High Street. The property comprises of Two Reception Rooms, Kitchen, Downstairs W.C, Four Bedrooms and a Family Bathroom to the first floor. EPC Rating E",14/11/2019,"Robert Oulsnam & Company, Kings Heath","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36581/66415755/36581_KHT190165_IMG_01_0000_max_476x317.jpg
4 bedroom town house for sale,"Walsall Road,
Perry Barr,
Birmingham,
B42","The Hamilton is a contemporary four bedroom town house perfect for families, with a kitchen/dining room, useful utility room and a front facing living room. The kitchen boasts a central island unit and large French doors opening out onto the garden. 4 bedrooms with an en-suite to the master bedroom.",20/05/2019,Aurora Living,"£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/200k/199766/81935021/199766_Hamilton23456_IMG_04_0000_max_476x317.jpg
2 bedroom apartment for sale,"Ryland Place, Norfolk Road, Edgbaston","EXCELLENT TWO DOUBLE BEDROOM RETIREMENT APARTMENT WITH JULIET BALCONY LOCATED ON THE SECOND FLOOR of this McCARTHY AND STONE RETIREMENT LIVING PLUS development, offering bespoke care packages to suit your needs.",14/05/2019,"McCarthy & Stone Resales, Bournemouth","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/182k/181997/81747947/181997_28776312_IMG_10_0000_max_476x317.jpg
5 bedroom detached house for sale,"City Road, Birmingham, West Midlands, B16",SOLD!!! MORE LIKE THIS NEEDED!!! Dixons estate agents are pleased to bring to the market this five bedroom property in a highly desired location. This stunning property has so much potential to be refurbished to a very high standard and become a stunning family home or very good investment/HMO op...,11/09/2019,"Dixons, Bearwood","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/11/64235241/11_BRW190286_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Welwyndale Road, Sutton Coldfield","NO UPWARD CHAIN, SOUTH/WEST FACING GARDEN, EXCELLENT RENOVATION PROJECT, Two Spacious Reception Rooms, Kitchen/Breakfast Room, Pantry, W.C, Three Good Sized Bedrooms, Shower Room, W.C, Large Mature Garden, Garage & Driveway, MUST BE VIEWED.",04/10/2019,"Paul Carr, Walmley","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49246/65546439/49246_9742294_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Frederick Road, Selly Oak, Birmingham, West Midlands, B29","** Early viewing highly recommended** 5 bedrooms HMO property located close to the university and hospital. The property briefly comprises of 5 Bedrooms, kitchen, bathroom, large rear garden and off road parking. The property also benefits from fire door emergency lighting where requi...",19/06/2019,"Dixons, Selly Oak","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/33/86591831/33_SOA180319_IMG_01_0000_max_476x317.jpg
2 bedroom semi-detached house for sale,"South Street, Harborne , Birmingham, B17 0DB","THIS LITTLE GEM NEEDS TO BE SEEN GREAT PRICE FOR THE LOCATION! HAVING BRAND NEW WINDOWS, LOCATED ON THE DELIGHTFUL SOUTH STREET IN THE HEART OF HARBORNE VILLAGE. DOUGLAS SMART MOVE are delighted to present an ideal opportunity to purchase this quaint two Bedroom Semi-Detached property located...",01/04/2019,"Douglas Estates, Harborne","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40568/69278305/40568_5974461_IMG_37_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Chester Road, Sutton Coldfield","Superbly proportioned well situated four double bedroom period terrace close to excellent public transport links both road and rail within easy reach of Boldmere, Wylde Green and beyond. Offering no onward chain along with two en-suites and a family bathroom with excellent potential an early view...",02/08/2019,"Paul Carr, Sutton Coldfield","£295,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49213/73302745/49213_9207384_IMG_12_0002_max_476x317.jpg
5 bedroom terraced house for sale,"Rotton Park Road, Edgbaston, Birmingham, B16 0LB","HUNTERS ARE PROUD TO PRESENT THIS FIVE BEDROOM TERRACE FAMILY RESIDENCE WHICH CONSISTS OF : 5 BEDROOMS, BEDROOM ONE HAVING EN-SUITE, SECOND FLOOR ROOM 5, 2 RECEPTION ROOMS, HALLWAY, KITCHEN, GROUND FLOOR BATHROOM, CENTRAL HEATING, DOUBLE GLAZING, FRONT & REAR GARDEN. ",24/07/2018,"Hunters, Handsworth","£294,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87380/55626420/87380_HANSP201242_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Orchard Rise, Yardley, Birmingham","LOOKING FOR THAT IDEAL FAMILY HOME IN A QUITE LOCATION AND CLOSE TO SCHOOLS, SHOPS AND TRANSPORT LINKS? THIS FOUR BEDROOM EXTENDED DETACHED FAMILY HOME BENEFITS FROM - LOUNGE, KITCHEN DINER, CONSERVATORY, GUEST W.C, UPSTAIRS FAMILY BATHROOM, MASTER BEDROOM EN-SUITE, SIDE GARAGE, OFF ROAD PAR (cont.)",15/07/2019,"Partridge Homes, Yardley","£294,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28815/83324855/28815_PRT1002182_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Cole Valley Road, Hall Green B28","BLACK AND GOLDS ESTATE AGENTS are proud to offer for sale this beautifully presented larger style three bedroom extended semi-detached property on the popular Colevalley Road, B28. CHAIN FREE!",11/10/2019,"Black & Golds Estate Agents, Solihull","£294,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/104k/103754/74679748/103754_RS0261_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Lindridge Road, Birmingham","Offering an extensively extended family home this exceptional property requires early viewing to appreciate both the size and scope of the property on offer. Providing five bedrooms, three reception rooms, extended refitted kitchen, ground floor wc and first floor family bathroom, with extensive...",30/07/2019,"Paul Carr, Erdington","£293,500",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49216/63440058/49216_9704982_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Newhall Street, Birmingham",Show apartment available to view! Call Connells today for more information about the luxury City Centre New York loft style apartments This apartment is the last remaining 2 bedroom dual aspect apartment with views towards the Jewellery Quarter. MUST BE VIEWED! Call ,05/07/2019,"Connells, Birmingham City","£293,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32172/72148940/32172_DIG105700_IMG_01_0000_max_476x317.JPG
2 bedroom apartment for sale,Weoley Court,"This two-bedroom, second floor apartment retains some of its original 1930's charm and would suit landlords and first-time buyers alike. There is currently a tenant in situ, paying £703pcm (bills additional).",11/12/2019,"Purple Frog Property Limited, Birmingham","£110,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/144k/143081/87407816/143081_36_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Windmill Street, Birmingham, 
B1 1NS",SHOW HOME NOW OPEN! Book your appointment now. Luxury 1 bed apartment in PRIME CITY CENTRE location. HIGH-SPECIFICATION kitchen and bathrooms throughout with STUNNING VIEWS across the city. CONCIERGE and COMMUNAL TERRACE available. UNDERGROUND PARKING also available. ,11/12/2019,Court Living,"£292,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/212k/211241/87416660/211241_2BEDMIDDLE_IMG_00_0000_max_476x317.jpg
2 bedroom flat for sale,"The Bank Tower 2, Sheepcote Street, Birmingham City Centre, Birmingham, B15","**HELP TO BUY AVAILABLE** Standing taller than 100m in height, this 33 storey development offers stunning, picturesque views of the city and extensive canal network. ***SHOW APARTMENT AVAILABLE - CONTACT US TO BOOK YOUR APPOINTMENT*** With luxurious finishes throughout, sp...",31/05/2019,"Knight Frank - New Homes, Birmingham","£292,150",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/62679672/40862_BRD190354_IMG_01_0001_max_476x317.jpg
4 bedroom detached house for sale,"Saxon Court, Northfield, Birmingham",FANTASTIC PROPERTY ** 4 BEDROOMS ** DETACHED *** FITTED KITCHEN *** BEAUTIFULLY PRESENTED THROUGHOUT** DOWNSTAIRS WC ***ENSUITE TO MASTER BEDROOM **FAMILY BATHROOM *** THREE FURTHER BEDROOMS *** DRIVEWAY TO FRONT *** GARAGE TO SIDE ***,12/11/2019,"Shipways, Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1826/66359157/1826_HBN107726_IMG_21_0000_max_476x317.JPG
2 bedroom apartment for sale,"Carver Street, Birmingham","A rare opportunity has arisen to purchase off-plan, a TWO BEDROOM apartment in the sold out Morton House development. This spacious and well-appointed apartment offers a fully fitted kitchen with built-in appliances. Contact Connells on ",21/08/2019,"Connells, Birmingham City","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/33k/32172/83346149/32172_DIG106590_IMG_03_0001_max_476x317.JPG
2 bedroom apartment for sale,"Holloway Circus Queensway, Birmingham","Stunning 30th floor apartment in the iconic Beetham Tower. The apartment comprises of 2 double bedrooms, 1 bathroom, open plan kitchen/living room and a sky garden looking over the city centre. This stunning apartment also boasts secure allocated parking!Call 0121 236 3310 for more information.",10/08/2018,"Claremont Property Group, Birmingham","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75066/66855448/75066_100727001064_IMG_01_0000_max_476x317.jpg
