title,address,description,date,seller,price,image
1 bedroom apartment for sale,"Longleat Avenue, Park Central, B15","""Location, location, location!"" Within close proximity to City Centre & New Street Station. A great opportunity for an investor to purchase an apartment in the highly sought after Park Central area, benefiting from a balcony.",13/12/2019,"Martin & Co, Birmingham City","£154,500",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/167k/166586/63700179/166586_100714011527_IMG_01_0000_max_476x317.jpg
Land for sale,"Dee Banks, Great Boughton, Chester, CH3",A truly magnificent Waterfront property which is without a doubt one of the most prestigious houses on the banks of The River Dee. This is a once in a lifetime opportunity to purchase a South West facing brown field site with professionally landscaped gardens leading down to substantial private m...,,"Marketed Thomas Property Group, Chester","£2,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10473/65242092/10473_102407009335_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Dee Banks, Great Boughton, Chester, CH3",A truly magnificent Waterfront property which is without a doubt one of the most prestigious houses on the banks of The River Dee. This is a once in a lifetime opportunity to purchase a South West facing brown field site with professionally landscaped gardens leading down to substantial private m...,21/09/2019,"Thomas Property Group, Chester","£2,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10473/65242734/10473_102407009341_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"Westfield Road, Edgbaston","A magnificent Victorian gentleman´s residence of exceptional quality, occupying a stunning plot of approximately 0.7 acre in a prime section of one of Edgbaston´s most favoured roads.",16/05/2019,"Robert Powell, Birmingham","£2,495,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/71730409/17688_101367007570_IMG_01_0000_max_476x317.jpg
7 bedroom house for sale,"Farquhar Road, Edgbaston, Birmingham, B15 3RE","This superbly well-appointed home is therefore ideally suited for family occupation and entertaining purposes, with a large central reception hall leading off to the three generously proportioned reception rooms, as well as to the separate breakfast room and high quality breakfast kitchen, which ...",21/12/2018,"Northwood, Birmingham - B5","£2,395,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73454/64890306/73454_806_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"10 Chad Road, Edgbaston, Birmingham, B15","6 bedroom house for sale in Edgbaston, B15An impressive period residence with extensive accommodation extending to around 6,631 sq.ft. in total and set on the Calthorpe Estate within charming westerly facing gardens and grounds of approximately 0.36 acres.The property is set behind electri...",17/08/2019,"Knight Frank, Birmingham","£1,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/73608400/187751_BRM190126_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Sir Harrys Road, Edgbaston, Birmingham, B15 2UY","A simply beautiful family home with space and flexibility to suit any family. Wonderful gardens designed specifically for adults and children alike to spend time together and to entertain. The property has six bedrooms, four reception rooms, three bathrooms and further multi purpose rooms. ",09/07/2019,"Hunters, Harborne","£1,600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/98k/97928/83192849/97928_HRBSP212723_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Meadow Road, Edgbaston","A superb six bedroom detached residence situated on a fantastic plot, within one of Edgbastons most prominent locations. The property offers flexible accommodation including three reception rooms, large breakfast kitchen and three bath/shower rooms, set over three floors.",17/08/2019,"James Laurence Sales and Lettings, Edgbaston","£1,499,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/129k/128548/87183686/128548_102857003113_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Westfield Road, Edgbaston",An attractive detached house in Edgbaston´s premier road offering fantastic scope for significant extensions (subject to consents) to create a substantial modern family home set within a plot of around half an acre.,01/07/2019,"Robert Powell, Birmingham","£1,495,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/72617833/17688_101367007620_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Frederick Road, Edgbaston, B15 1JN",A rare opportunity to purchase a beautifully modernised and extended Georgian townhouse set on what many consider the most exclusive residential cul-de-sac on the desirable Calthorpe Estate.,14/11/2019,"Davidson Estates, Birmingham","£1,350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/44k/43038/75502786/43038_103507000245_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Croftdown Road, Harborne","VERY LARGE and CONSIDERABLY extended DETACHED family home in POPULAR HARBORNE location, with IN/OUT DRIVE. 3 reception rooms, SUPERB 21FT FITTED family kitchen. 5 DOUBLE beds, bathroom and 2 ADDITIONAL shower rooms, side ANNEX with lounge, bedroom, kitchen and shower room. 40FT GARAGE and LARGE r...",12/12/2019,"Humberstones Homes, Quinton","£1,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33146/67016583/33146_9977145_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Hermitage Road, Edgbaston, Birmingham, West Midlands","Set back behind private electric gates on the much sought after Hermitage Road in Edgbaston, is this superbly spacious and immaculately presented detached five bedroom, three bathroom family home.",05/12/2019,"Fine & Country, The Mailbox, Birmingham","£1,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67935/87231296/67935_29317495_IMG_01_0000_max_476x317.jpg
4 bedroom house for sale,"St Mary's Road, Harborne","A superbly located four bedroomed detached family residence with delightful south facing rear garden ideally situated in a prime location of Harborne.
EPC BAND RATING E",today,"Hadleigh, Harborne","£1,199,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/76212292/6892_29336847_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Nursery Road, Edgbaston",Six bedroom detached house with separate cottage and studio flat occupying a splendid larger plot in a much sought after prime location close to Harborne High Street,12/11/2019,"Englands Estate Agents, Harborne","£1,150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15170/84309713/15170_101624005643_IMG_90_0000_max_476x317.jpg
5 bedroom detached house for sale,Headley Heath BIRMINGHAM,"A SPACIOUS DETACHED FIVE BEDROOM HOUSE, SET IN APPROX. 10 ACRES WITH USEFUL OUTBUILDINGS, STABLES, MANEGE AND PADDOCKS",30/09/2019,"Rural Scene , Wiltshire","£1,150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37899/85244183/37899_37899_12769_IMG_01_0000_max_476x317.jpg
10 bedroom terraced house for sale,"Margaret Road, Harborne ","*** Fantastic Investment Opportunity In The Heart Of Harborne – Two Properties – Ten Bedrooms *** A fantastic opportunity to acquire a a luxury student property/development in Harborne consisting of a six-bedroom house with three bathrooms, lounge and extended kitchen. To rear, there is a four-b...",23/07/2019,"Oakmans Estate Agents, Birmingham","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112342/63887361/112342_2457563_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Fitzroy Avenue, Harborne, Birmingham, B17 8RQ",A beautiful detached family residence located on the highly desirable Fitz Roy Avenue. The wonderful home provides excellent living and entertaining space and is arranged over two generous floors. Dow...,03/07/2019,"Wentworth & Rose , Harborne","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/80057750/92029_494733_IMG_10_0001_max_476x317.jpg
5 bedroom detached house for sale,"Stonehouse Lane, Hopwood, Alvechurch, Birmingham, B48","5 bedroom house for sale in Hopwood, B48 Avonlea is a superbly presented family home built in 2008. Approached by its large private gravel driveway directly from Stonehouse Lane there is ample parking for several vehicles. The front door opens to a lovely light spacious reception hallway. ...",16/11/2019,"Knight Frank, Birmingham","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/75534229/187751_BRM190152_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Charlotte Road, Edgbaston",An impressive Grade 2 listed period three storey detached residence located in this prime residential area of Edgbaston. The property boasts five bedrooms and five bathrooms together with a large south west facing rear garden.,11/12/2019,"Hadleigh, Harborne","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/84837713/6892_28716840_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Astonbury, Edgbaston","A superb Five bedroom detached family home in one of the most exclusive cul de sac's within Edgbaston. The property is situated in a fabulous corner plot location offering large rear garden and front driveway, with accommodation including large kitchen, three reception rooms, bathroom and ensuite...",27/09/2019,"James Laurence Sales and Lettings, Edgbaston","£1,095,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/129k/128548/65375778/128548_102857003179_IMG_01_0000_max_476x317.jpg
9 bedroom detached house for sale,"Handsworth Wood Road, Birmingham","Imposing, Striking and beaming with character, this majestic Victorian Semi-Detached property offers a variety of potential and scope for residential and investment purposes. The property offers nine bedrooms and three reception rooms across three floors. The property could be great asset for inv...",02/10/2019,"Paul Carr, Hamstead","£1,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49231/65484168/49231_9853043_IMG_01_0000_max_476x317.jpg
9 bedroom detached house for sale,"Handsworth Wood Road, Handsworth Wood, Birmingham, B20","Towering triple fronted Victorian detached, scope for re-development, huge detached garage, separate detached bungalow cottage via Somerset Road...",12/10/2019,"Belvoir Sales, Sutton Coldfield","£1,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77904/65692602/77904_P1811_IMG_03_0000_max_476x317.jpg
5 bedroom detached house for sale,"Crondal Place, Edgbaston, B15 2LB",Beautifully presented and extended executive family home set on the highly desirable Calthorpe Estate. Parking for 8 cars. Furniture purchase option. Walking distance to West House Nursery.,21/10/2019,"Davidson Estates, Birmingham","£1,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/44k/43038/74405143/43038_103507000219_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Fitz Roy Avenue, Harborne","An attractive family home, traditional in style, and with a large delightful south/west-facing garden, spacious with excellent potential to extend subject to consents. Sold with no chain and located on of the most prominent roads in Harborne. ",14/11/2019,"Robert Powell, Birmingham","£995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/75498340/17688_101367007701_IMG_01_0000_max_476x317.jpg
12 bedroom detached house for sale,"Warwick Road, Acocks Green"," An ATTRACTIVE Victorian detached dwelling with brick COACH HOUSE having undergone REFURBISHMENT PROGRAMME and having being converted into a 9 BEDROOM HMO with THREE SELF CONTAINED FLATS. Currently comprises; To the Ground Floor - vestibule, spacious reception hallway, communal lounge, three bedr...",19/11/2018,"Cottons, Edgbaston","£995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7419/77264801/7419_6117561_IMG_01_0000_max_476x317.jpg
2 bedroom ground floor flat for sale,"Kingston Row, Birmingham","A stunning two bedroom, two bathroom restored artisan FREEHOLD flat styled cottage, exclusively with James Laurence. The property offers unique central canal views, high specification kitchen area and secure parking. Internal viewing a must.
",09/12/2019,"James Laurence Sales and Lettings, Birmingham","£330,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10499/76061647/10499_102857003269_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Marshall Street, Birmingham, West Midlands",A superb opportunity has arisen to acquire an outstanding New York style loft apartment in the heart of the city just a short stroll from The Mailbox and The Cube. This former converted warehouse has been uniquely designed to create an exclusive number of exceptional open plan luxury apartments.,04/03/2019,"Fine & Country, The Mailbox, Birmingham","£995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67935/79824866/67935_28593597_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Marshall Street, Birmingham","Occupying a prime urban position adjacent to The Mailbox and The Cube in the heart of Birmingham City Centre, this unique New York style loft apartment offers city centre living at the very height of design and decor.",04/03/2019,"Fine & Country, The Mailbox, Birmingham","£995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67935/79824905/67935_28593605_IMG_01_0000_max_476x317.jpg
7 bedroom semi-detached house for sale,"Yew Tree Road , Edgbaston","A handsome and beautifully appointed Grade 2 listed Victorian house, much improved over recent years by the current owners, and offering extensive living accommodation of some 4,305 sq.ft. (400 sq.m.), whilst set in delightful south west facing gardens.",20/11/2019,"Robert Powell, Birmingham","£925,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/74370871/17688_101367007667_IMG_39_0000_max_476x317.jpg
6 bedroom detached house for sale,"Bristol Road, Edgbaston",217A Bristol Road is a most interesting detached family home with a separate coach-house which is perfect for a growing family and more particularly to an extended family or someone with an au pair or living-in carer. Recently all the windows have been replaced and are all double-glazed. The acco...,today,"Robert Powell, Birmingham","£895,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/70041283/17688_101367007224_IMG_01_0000_max_476x317.jpg
11 bedroom semi-detached house for sale,"Windsor Terrace, Edgbaston, B16 8UH","HMO INVESTMENT OPPORTUNITY! HMO license in place. Fully occupied at circa. £60,000 pa! 2 semi-detached dwellings comprising of 11 bedrooms with potential to extend! Gated private parking for 8 cars.",01/08/2019,"Davidson Estates, Birmingham","£850,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/44k/43038/73869457/43038_103507000113_IMG_01_0000_max_476x317.jpg
3 bedroom detached bungalow for sale,"Birch Hollow, Edgbaston","An immaculately maintained and presented bungalow extending to some 2,400 sq.ft. with a great deal of potential development, subject to the requisite consents and permissions standing on a wide garden plot and located in one of the most desirable addresses in Edgbaston. ",28/10/2019,"Robert Powell, Birmingham","£845,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/75081841/17688_101367007683_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"King Edwards Wharf, 25 Sheepcote Street, Birmingham, West Midlands, B16","3 bedroom apartment for sale in Birmingham, B16 An impressive and spacious triplex Penthouse apartment located in this very popular canal side development in the heart of the city with far reaching views. The interior design of this beautiful space has won national awards and inspires a real se...",24/12/2018,"Knight Frank, Birmingham","£845,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/71383894/187751_BRM180192_IMG_01_0001_max_476x317.jpg
5 bedroom detached house for sale,"The Russells, Moseley",An extended modern 5 bed detached house tucked away in a quarter acre plot in a quiet corner of a popular cul-de-sac.,09/10/2019,"Robert Powell, Birmingham","£845,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/74114839/17688_101367007652_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,215 Bristol Road,"A handsome Grade II Listed Victorian town house, offering well-proportioned and well laid out living accommodation extending to some 3,587 sq.ft. (333 sq.m.), whilst set back within delightful part walled gardens of around 0.36 acre.",11/11/2019,"Robert Powell, Birmingham","£830,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/75450958/17688_101367007676_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Illey Lane, Halesowen, West Midlands, B62","OCCUPYING A STUNNING COUNTRYSIDE LOCATION yet still conveniently placed for access to the City. A Tudor Style detached residence offering 3 reception rooms, four DOUBLE bedrooms set in extensive grounds with stabling & additional land available by separate negotiation ",02/12/2019,"Robert Oulsnam & Company, Barnt Green","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22307/85699874/22307_BGN190072_IMG_01_0000_max_476x317.JPG
4 bedroom detached house for sale,"Kingscote Road, Harborne, Birmingham, B15 3JY",An impressive double fronted detached property in a sought after location. The property boasts original features combined with warm and neutral decor throughout. Internally the features include high ...,07/11/2019,"Wentworth & Rose , Harborne","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/82746011/92029_501512_IMG_01_0000_max_476x317.jpg
3 bedroom town house for sale,"St Pauls Court, St Pauls Square","This luxury living townhouse is tucked away in a gated private development comprising only four townhouses set over three storey's just off St Pauls Square. On the ground floor you'll find the stunning high-spec kitchen with island with ample storage, and access with bi-fold doors to your private...",14/08/2019,"James Laurence Sales and Lettings, Birmingham","£795,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10499/73535311/10499_102857003106_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Oak Hill Drive, Edgbaston","20 Oak Hill Drive , Edgbaston is an extended detached family home (in need of some refurbishment and modernisation) on a sought after and popular residential cul de sac. No Upward Chain.",18/10/2019,"Robert Powell, Birmingham","£795,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/74858278/17688_101367007686_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Selly Wick Road, Selly Park, Birmingham, B29","A RARE OPPORTUNITY TO PURCHASE THIS FOUR BEDROOMED DETACHED RESIDENCE BUILT IN THE ARTS AND CRAFTS STYLE, WITH MANY SUCH ORIGINAL FEATURES, situated on a substantial plot and offering potential for extension (subject to usual permissions). Having been in the ownership of the current family for a...",27/06/2019,"Robert Oulsnam & Company, Bournville","£795,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/27k/26282/74839144/26282_BVL190118_IMG_01_0000_max_476x317.JPG
5 bedroom detached house for sale,"Coleshill Road, Birmingham","*** 50% OF PHASE ONE NOW SOLD *** Superb family home with large Open Plan Kitchen with Dining Area, Utility Room, 2 large Living Rooms, ORANGERY with Bi-Fold Doors, Cinema Room, 5 Bedrooms with TWO having En-Suite facilities, 2 Bathrooms, 2582 Sq ft of Luxury.",19/09/2019,"Burchell Edwards, Castle Bromwich - Sales","£774,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89518/65202453/89518_CBW205625_IMG_18_0000_max_476x317.JPG
5 bedroom detached house for sale,"Ellesboro Road, Harborne","A much improved and greatly extended traditional-style detached in an excellent location. Central heating and double glazing as specified, hall, cloaks/WC, two/three reception rooms, large conservatory, fitted kitchen, utility/kitchenette, five bedrooms, two en-suite shower rooms, house bathroom, ",09/11/2018,"Englands Estate Agents, Harborne","£774,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15170/79953773/15170_101624005826_IMG_01_0000_max_476x317.jpg
3 bedroom duplex for sale,"King Edwards Wharf, Birmingham City Centre", LV PROPERTY are delighted to offer you this outstanding Three Double Bedroom Penthouse with South facing position taking in the views across the city and beyond also fascinating canal moorings. The penthouse apartment has undergone extensive refurbishment throughout to present as a stunning con...,28/06/2019,"LV PROPERTY, Birmingham","£760,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54627/84148739/54627_9703385_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Lickey Square, Lickey, B45 8HB","This elegant character property boasts 2,600 sq. ft of accommodation including four reception rooms, four double bedrooms and two en suites. Accessed via a long sweeping driveway, the property is well set back from the road and offers a great deal of privacy with mature grounds surrounding the en...",15/08/2019,"Arden Estates, Barnt Green","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104416/61693515/104416_101055009876_IMG_02_0000_max_476x317.jpg
4 bedroom detached house for sale,"Barnt Green Road, Cofton Hackett, Birmingham, B45","A stylish and immaculately presented 1930s detached house, skilfully modernised while retaining many period features. Great rear garden over 200 ft long and stunning countryside views. 153 Barnt Green Road is a beautifully presented four bedroom home of the highest order, off...",12/12/2019,"Andrew Grant, Country Homes","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/56k/55316/76123156/55316_COU190495_IMG_05_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Anderton Park Road, Moseley, Birmingham","*SUPERB THREE STOREY PERIOD HOME!* Ideally located being just a short stroll into Moseley Village with all its well renowned independent shops and restaurants, parks and transport links is this superb, six bedroom Edwardian period home which offers an abundance of charm and character throughout w...",07/11/2019,"Rice Chamberlains LLP, Moseley","£725,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/66255879/936_9964498_IMG_01_0000_max_476x317.jpg
5 bedroom town house for sale,"The Oaklands, Moseley, Birmingham","Showhome open weekends. A stunningly spacious property spread over three floors in the heart of Moseley Village. 'The Winterbourne' is filled with bespoke character, a modern family home feel and a beautiful living area. Features also include underfloor heating and quartz worktops.",17/06/2019,"Connells, B'ham South - Kings Heath","£725,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1592/82655747/1592_KTH307042_IMG_06_0000_max_476x317.JPG
4 bedroom detached house for sale,"Corbridge Road, Sutton Coldfield, B73","This highly individual stunning modern detached family home offers four double bedrooms, all with en-suite facilities and superb open plan living space. Situated in a well regarded location, the property is convenient for sought after schools, local shops, restaurants and amenities in Boldmere, n...",11/12/2019,"Purplebricks, covering Central England","£725,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/64170294/151073_800042-1_IMG_01_0000_max_476x317.JPG
6 bedroom semi-detached house for sale,"Montague Road, Edgbaston, Birmingham, B16 9HR","A stunning, substantial family home offering versatile and flexible accommodation. This period property boasts a wealth of features the house has been lovingly restored and refurbished by the current ...",14/10/2019,"Wentworth & Rose , Harborne","£725,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/85623977/92029_521406_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"The Boulevard, Sutton Coldfield",A well-appointed detached five bedroom detached family residence located within the heart of Sutton Coldfield. A substantial home vastly extended over the years creating spacious accommodation throughout. Comprising superb dual aspect lounge with a feature inglenook fireplace and French doors ope...,26/06/2019,"Paul Carr Exclusive and Rural, Four Oaks","£715,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/82k/81263/82878668/81263_9690979_IMG_01_0000_max_476x317.jpg
2 bedroom duplex for sale,"5x2, 16-18 Marshall Street, Birmingham B1 1LE","Spacious, brand-new and bright two-bedroom warehouse duplex, with generous wraparound balcony. This stunning duplex spans an impressive 1033 sqft over two floors of the truly unique 5x2 development. This beautiful property features a large open-plan living space, a fully-integrated designer ...",05/11/2019,"FleetMilne, Birmingham","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/12k/11021/86323541/11021_29239999_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Bristol Road, Birmingham, West Midlands","The Express Estate Agency is proud to offer this Stunning Five Bedroom Detached House – all interest and OFFERS are INVITED. *Guide Price: £715,000 - £750,000* INTERNAL: Reception Hall – The front entrance opens to the reception hall, wit...",11/12/2019,"Express Estate Agency, Nationwide","£715,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61544/76095052/61544_4816986_IMG_01_0000_max_476x317.jpg
4 bedroom bungalow for sale,"Beaks Hill Road, Kings Norton, Birmingham","Set back from the road behind an enviable and manicured front garden is No. 41 Beaks Hill Road in a sort after area. A most impressive, immaculately presented and substantially improved four bedroom detached bungalow which sits on a fabulous plot with extensive mature gardens which includes a swi...",26/10/2019,"Rice Chamberlains LLP, Bournville","£699,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22703/66004764/22703_9860534_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Goodby Road, Moseley, Birmingham, West Midlands, B13","Have a look at this absolutely stunning home located on a popular road in Moseley. A detached traditional house, converted into a spectacular modern living space with bi folding doors dividing the open plan kitchen dining space, with the landscaped patio and garden. Property comprisi...",18/10/2019,"Dixons, Moseley","£695,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/30/74869513/30_MOS150258_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Wake Green Road, Moseley, Birmingham, B13","A rare opportunity to acquire a superb Grade II listed detached family home, filled with a wealth of fine original character features and occupying a mature corner plot within this highly regarded residential location. EP Rating F ",31/10/2019,"Robert Oulsnam & Company, Moseley","£695,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710029/36548_MOS180085_IMG_01_0000_max_476x317.JPG
7 bedroom semi-detached house for sale,"Prospect Road, Moseley, Birmingham, B13","An exceptionally spacious Victorian family home, retaining many original character features and offering well maintained seven bedroom accommodation with extensive cellarage, off road parking and mature secluded rear garden. EP Rating D ",27/06/2019,"Robert Oulsnam & Company, Moseley","£690,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710683/36548_MOS190089_IMG_01_0000_max_476x317.JPG
5 bedroom terraced house for sale,"Cambridge Road, Birmingham, B13","A beautifully presented and inviting five bedrooms mid terrace family home for sale in this much sought after location. Very close to mainstream transportation links, excellent schools, great shops and amenities. This spacious freehold property briefly comprises: Vestibule, entrance hall, thre...",02/08/2019,"Purplebricks, covering Central England","£690,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/62370639/151073_738496-1_IMG_01_0000_max_476x317.JPG
5 bedroom house for sale,"Clewshaw Lane, Birmingham","This late-Georgian Farmhouse was first extended in the late Victorian era and a further, more substantial, extension was carried out in the 1980s. The extensive accommodation, with two stairways, could be reconfigured to provide a separate, self-contained two bedroomed annex while still retaining...",16/08/2019,"John Earle, Henley In Arden","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33615/73586800/33615_29024444_IMG_27_0000_max_476x317.jpg
2 bedroom flat for sale,"Derwent Works, Henrietta Street, Birmingham, West Midlands, B19","Your chance to own an AWARD-WINNING urban loft style apartment! Converted into 4 authentic loft apartments, Derwent Works is a former metal press located in Birmingham's Jewellery Quarter. Recycled and up-cycled furniture & fittings, ALLOCATED PARKING, some with PRIVATE TERRACE! Birmingham's Je...",01/10/2019,"Knight Frank - New Homes, Birmingham","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/65451987/40862_BRD190515_IMG_01_0001_max_476x317.jpg
8 bedroom semi-detached house for sale,"Middleton Hall Road, Kings Norton, Birmingham, B30","Viewing is highly recommended of this beautifully presented Victorian family residence. The property boasts three storeys, a well proportioned main family sitting room accompanied by another 2 lounge areas and many more attractive features such as 5 Bathrooms including a downstairs shower room to...",04/06/2019,"Robert Oulsnam & Company, Northfield","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22310/74843878/22310_DRO190108_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Park Hill Road, Harborne, Birmingham, B17 9HJ","A beautiful four bedroom family home on this desirable road in Harborne Village. The property has retained a host of period features whilst receiving an extensive renovation including a fantastic rear extension to the kitchen & dining area. With the additional benefit of off road parking, a delig...",28/09/2019,"Hunters, Harborne","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/98k/97928/74416522/97928_HRBSP208088_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Derwent Works, Henrietta Street, B19 3AB","4 Immaculately designed, industrial style loft apartments. Presented to the highest of standards, Derwent Works is an exclusive collection of bespoke lofts on the edge of the city centre 0.5 miles from the ever popular St Paul’s Square. Ranging in size from 1440sqft through to 2230sqft (including...",02/10/2019,"FleetMilne, Birmingham","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/12k/11021/85341335/11021_29146697_IMG_23_0000_max_476x317.jpg
4 bedroom detached house for sale,"Moorcroft Road, Moseley","We are pleased to offer to the market this modern, four bedroom detached family home located in this quiet location on Moorcroft Road in Moseley. The property is located to offer excellent access to all the nearby points of interest including Cannon Hill park, Edgbaston cricket ground, MAC Theatr...",21/11/2019,"Rice Chamberlains LLP, Moseley","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/86837333/936_9992844_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Serpentine Road, Selly Park, Birmingham, B29 7HU",A spectacular four bedroom detached residence superbly located on the picturesque tree lined Serpentine Road. This spacious property provides extensive living & bedroom accommodation alongside a large rear garden. Additional benefits include Double Garage and Driveway and a large Master Bedroom S...,26/03/2019,"Hunters, Harborne","£665,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/98k/97928/73011865/97928_HRBSP211285_IMG_01_0000_max_476x317.jpg
