title,address,description,date,seller,price,image
4 bedroom end of terrace house for sale,"Dupre Close, Slough, Berkshire",** BEAUTIFULLY PRESENTED three bedroom end of terrace family home** CONVERTED GARAGE with additional bedroom space** Driveway PARKING for two to three vehicles** Spacious living room** Loft space converted into large double bedroom** Modern fitted kitchen and bathrooms** Private rear garden with ...,24/10/2019,"Cameron King, Cippenham","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/53k/52364/65971134/52364_29207950_IMG_01_0000_max_476x317.jpg
12 bedroom apartment for sale,"Grove Parade, Slough","This is a fantastic opportunity for an investor to purchase a block of one bedroom apartments that are achieving £800 per calendar month. The building also includes a ground floor commercial unit currently being let for £30,000pa.",27/03/2019,"Roger Platt, Maidenhead","£3,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1778/61267350/1778_MHD115354_IMG_01_0000_max_476x317.JPG
5 bedroom detached house for sale,"Rambler Lane, Slough","A substantial five bedroom detached house situated at the end of this prime cul-de-sac just off the London Road. It benefits from three reception rooms, 15ft refitted kitchen, en-suite to master bedroom, gas central heating to radiators, double glazed windows and a double width garage.",05/06/2019,"Connells, Slough",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/82360934/1579_SGH306393_IMG_01_0001_max_476x317.JPG
5 bedroom detached house for sale,"Foxley Grove, Burnham, Slough, SL1",Beeches House was built approximately 8 years ago by Old English Developments but has been completely redesigned and improved by the current owners to create superb living space. EPC Rating C,01/10/2019,"Bovingdons, South Buckinghamshire","£1,250,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/189k/188105/85270022/188105_BVN180017_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Dropmore Road, Burnham, SL1","An attractive five-bedroom detached family house situated in one of the most sought-after residential areas of Burnham, featuring stunning gardens and grounds. The property has been the subject of extension and improvement in recent years but still retains many character features. The property is...",07/09/2019,"The Frost Partnership, Burnham","£1,200,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/84538001/6900_331689_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Pink Lane, Burnham, SL1","A substantial 5-bedroom executive home constructed in 1998 by Berkeley Homes, maintained and upgraded by the current owners to a high standard. In recent years the property has been further enhanced, including new double glazing (2016/2017), new kitchen (2014), new family bathroom and redecoratio...",04/11/2019,"The Frost Partnership, Burnham","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/83573138/6900_80478_IMG_21_0000_max_476x317.jpg
5 bedroom detached house for sale,"Slough,Berkshire,SL1","Located less than a mile from Slough High Street and train station is this well proportioned detached, three story family home.",07/03/2019,"Chancellors, Slough","£1,100,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/146k/145253/79940834/145253_3002140_IMG_11_0000_max_476x317.jpg
4 bedroom detached house for sale,"Church Grove, Slough, Berkshire, SL3","Recently constructed detached family home situated in a sought after cul-de-sac, close to Wexham Park Hospital and within a short drive of Slough and Gerrards Cross stations, providing excellent access into London Paddington and Marylebone respectively.",07/11/2019,"Glenmore, Gerrards Cross","£1,099,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78162/86376584/78162_WATERSIDEHOUSE_IMG_00_0000_max_476x317.jpg
4 bedroom detached house for sale,"Church Grove, Wexham, SL3",Waterside House is a beautifully constructed detached home situated in a quiet cul-de-sac within Wexham. Smart New Home Technology System.,11/07/2019,"The Frost Partnership, Gerrards Cross","£1,099,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/10k/9009/81207881/9009_320959_IMG_23_0000_max_476x317.jpg
4 bedroom detached house for sale,"Church Grove, Wexham","Situated at the end of a popular cul-de-sac location is this stylish detached family home offering sizeable accommodation of around 3,200 sq. ft. The property is offered for sale with no chain and has been built to a high specification, with many features that embrace modern living. T...",11/07/2019,"Romans, Gerrards Cross","£1,099,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46010/54676671/46010_GRC180183_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,LANGLEY ROAD - EXTENDED ,"Situated on Langley Road is this attractive four/five bedroom and two bathroom detached family home in one of the area's most sought after locations. The property offers flexible & versatile living with features including entrance hall, lounge with a raised entertaining area, dining room,...",22/10/2019,"B Simmons & Son, Langley","£950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/108k/107261/73487623/107261_4710781_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Bowmans Close, Burnham, SL1","A superb detached four bedroom, two bathroom family home with beautiful countryside views, parking, garage and garden, tucked away in a cul de sac location within Burnham village.",08/05/2019,"Hamptons International Sales, Maidenhead","£935,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37874/76175300/37874_MAI180238_IMG_16_0000_max_476x317.jpg
4 bedroom detached house for sale,"Bowmans Close, Burnham, SL1","An impressive family home located in a HIGHLY DESIRABLE CUL DE SAC with AMAZING VIEWS to the front aspect over open countryside. The property has been the subject of CONSIDERABLE IMPROVEMENT over recent years, in addition to a g...",08/05/2019,"The Frost Partnership, Burnham","£935,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/76086662/6900_339930_IMG_58_0000_max_476x317.jpg
6 bedroom cottage for sale,"Little Sutton Lane, Iver/Langley Borders, SL3","A chance to purchase this beautiful grade II listed, five/six bedroom detached character home set in an impressive third of an acre that includes a heated swimming pool, garage, and large frontage offering parking for at least eight cars. This cosy family home offers a warmth rarely on offer a...",10/12/2019,"Hilton King & Locke, Iver","£925,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6006/66952581/6006_16650137_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Lambourne Close, Burnham, Slough, SL1","The property forms part of an appealing development of detached family houses in a gated development, located approximately 0.4 miles from Burnham Village which offers a selection of shops, local sized supermarkets, butchers, bakery, restaurants, pubs and a building society. ",17/08/2019,"The Frost Partnership, Burnham","£920,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/84070049/6900_362115_IMG_20_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,Castleview - Langley - 5 beds and 4 bath LUXURY family Home,"An impressive 5/6 bedroom extended family home appointment to the highest standard throughout. The spacious and flexible accommodation offers 5/6 bedrooms all with fitted wardrobes, large lounge, fully fitted kitchen/breakfast room with integrated appliances installed to a high specification/fami...",11/11/2019,"B Simmons & Son, Langley","£900,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/108k/107261/75453865/107261_9906698_IMG_46_0000_max_476x317.jpg
4 bedroom detached house for sale,"Poyle Lane, Burnham, SL1",A striking four-bedroom detached house set behind electric gates and situated in a highly sought-after location to the north of Burnham village. The property has been well maintained by the current owners who have also upgraded the double glazing in recent years. The property stands on an impress...,22/10/2019,"The Frost Partnership, Burnham","£895,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/85870682/6900_262972_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Blandford Road South, Langley, SL3","This substantial four/five bedroom semi-detached family home offers a wealth of accommodation across two floors. The layout is also very adaptable and could be adjusted to suit a variety of family needs, mainly the ground floor bedroom with its en suite offering potential use as an annexe....",15/11/2019,"Hilton King & Locke, Iver","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6006/66952290/6006_16646671_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,Farnham Royal.,"Detached family home built by the current owners 37 years ago, situated in a quiet cul-de-sac location within the Hershel Grammar School catchment area. The property is within easy reach of Burnham and Slough train stations, M4 & M40 Motorways and Heathrow Airport., Four Double Bedrooms, Two Bath...",19/11/2019,"Glenn Flegg & Company, Burnham, Slough","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12463/73341277/12463_GFBSA_564636_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Langley Broom, Slough, SL3","Boasting impressive proportions and a sought-after tucked away, this extended detached house is perfect for those seeking a character family home with exciting future possibilities (STPP) Set well back from the road the property enjoys fantastic mature gardens with the property sitting perfect...",03/12/2019,"The Flatman Partnership, Langley","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/89k/88598/66782844/88598_16664988_IMG_01_0001_max_476x317.JPG
4 bedroom detached house for sale,"Bredward Close, Burnham, SL1","A beautifully presented four bedroom detached family home situated within this peaceful cul-de-sac in Burnham Village. The property boasts a wealth of space throughout, a light and modern feel to both the ground and first floor. Outside there is a large and secluded well maintained garden that is...",07/06/2019,"Purplebricks, covering London","£825,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151079/62881038/151079_748332-1_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Sussex Place, Slough, Berkshire","The Express Estate Agency is proud to offer this Five Bedroom Detached House – all interest and OFFERS are INVITED. *Guide Price: £800,000 - £849,500* INTERNAL: Reception One - Offering space for a range of furniture with a front aspect view. F...",30/05/2019,"Express Estate Agency, Nationwide","£800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61544/71972299/61544_4765428_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Palmerston Avenue, Slough, SL3",A spacious and well presented four bedroom detached family home set in one of the most prestigious areas of Slough. The property offers a wealth of space throughout both the ground and first floor with an added loft room. Located close to many of the areas popular Grammar schools and transport ...,17/10/2019,"Purplebricks, covering London","£800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151079/65826546/151079_821650-1_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"Langley,Berkshire,SL3","An extended five bedroom family residence situated 0.6 miles to locals schools, shops and has good transport links including Langley station.",01/10/2019,"Chancellors, Slough","£800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/146k/145253/85280678/145253_3205084_IMG_01_0000_max_476x317.jpg
Plot for sale,"Pickford Drive, Wexham, SL3","An opportunity to purchase a good sized plot which in 2016 received permission to build a three storey new home of over 5500 square feet.The approved plans included a ground floor of an open plan lounge/family area, study, gym, dining room, large kitchen breakfast room, shower room and utility...",,"Marketed Hilton King & Locke, Iver","£800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6006/66952326/6006_16646750_IMG_01_0000_max_476x317.jpg
1 bedroom flat for sale,"Slough,Berkshire,SL1",Conveniently situated in Slough town centre is this modern one bedroom apartment. Benefitting from open plan kitchen/living room.,29/11/2019,"Chancellors, Slough","£225,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/146k/145253/86883917/145253_3193276_IMG_13_0000_max_476x317.jpg
4 bedroom detached house for sale,"High Street, Burnham, SL1","A truly unique four-bedroom detached house having been the subject of a rear and side extension which was completed in 2018, the accommodation now offering total space of approximately 2,184 ft². The property is situated in a tucked away location in the heart of Burnham Village close to all ...",21/10/2019,"The Frost Partnership, Burnham","£800,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/80093930/6900_235019_IMG_33_0000_max_476x317.jpg
4 bedroom detached house for sale,"Huntercombe Lane North, Taplow, Maidenhead, SL6","A well presented, detached 4 bedroom family home with a beautiful mature garden, private parking and garage with the potential to extend (stnc).",17/07/2019,"Hamptons International Sales, Maidenhead","£795,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37874/83252894/37874_MAI160113_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Priory Road, Burnham","We are delighted to offer this fantastic detached 4 bedroom property, situated in a convenient location, striking distance to local amenities, only three minutes from the local village high street, 5 miles from the M40, and half a mile from the M4. Public transport links are only 10 minutes (cont.)",13/08/2019,"Staples & King, Cippenham","£795,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7711/73516297/7711_STA1004898_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Blenheim Road, Langley, Berkshire, SL3 7NL","Elsewhere are delighted to offer this 5 Bedroom semi-detached home which is quietly located at the end of a sought after no through road. The property offers a spacious interior, ample off street park...",04/10/2019,"Elsewhere, Slough","£780,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73332/74521342/73332_519279_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Hamilton Gardens, Burnham, Buckinghamshire","SPACIOUS AND VERSATILE - Four/Five bedroom detached family home located on premier road and within catchment for Burnham Grammar School, SELF-CONTAINED ANNEXE, APPROX. 2200 SQFT, 2 receptions, 21ft kitchen/diner, 3 BATHROOMS, parking for 3 cars, wide plot. ",03/10/2019,"Oakwood Estates, Burnham","£775,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/189k/188408/74494810/188408_4800211_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Hamilton Gardens, Burnham Village",A beautiful chalet style bungalow located in a highly desirable area of Burnham and with light and airing good size accommodation throughout. The property also has a self contained annexe and is within catchment for Burnham Grammar School and walking distance of Burnham High Street.,17/09/2019,"Roger Platt, Burnham","£775,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1772/84852218/1772_BRH104603_IMG_01_0000_max_476x317.JPG
5 bedroom bungalow for sale,"Hamilton Gardens, Burnham, Slough", A spacious detached chalet bungalow located in a highly sought after residential road within walking distance of Burnham Village. The main property offers versatile living accommodation with five bedrooms. There is also a self-contained annex which offers one bedroom and a private gar...,30/05/2019,"Romans, Burnham","£775,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7957/84497363/7957_BUR160578_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Laurel Avenue, Langley",Glenn Flegg & Company are excited to bring to the market this excellently presented Detached 5 Double bedroom family home. Benefiting from; 2 reception rooms + Conservatory * Ground floor cloakroom * Garage * 100 ft garden * Outhouses with electric & lighting * Modern kitchen * CCTV * Alarm syste...,05/09/2019,"Glenn Flegg & Company, Langley","£775,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/10k/9217/84454133/9217_GFLSA_483609_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Laurel Avenue, Slough, Berkshire","The Express Estate Agency is proud to offer this Five Bedroom Detached House with a Large Garden and Driveway – all interest and OFFERS are INVITED. **GUIDE PRICE - £770,000 - £800,000** INTERNAL: Entrance - Opens to the hall, with the stairway...",19/09/2019,"Express Estate Agency, Nationwide","£770,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/62k/61544/71091475/61544_4750838_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"The Fairway, Burnham, SL1","A substantial detached house situated in one of Burnham's most SOUGHT-AFTER LOCATIONS, only 0.5 miles from Burnham High Street, 0.6 miles from Burnham Grammar School and 1.2 miles to Burnham Train Station. In our opinion, this property has fantastic potential and represents an opportunity for...",27/11/2019,"The Frost Partnership, Burnham","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/86986835/6900_351454_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"London Road, Langley, Berkshire","Six bedroom detached family house located within CASTLEVIEW CATCHMENT area and of approx. 2217 SQFT, 25FT LIVING/DINING ROOM, 20ft family room, 13ft kitchen, 4 BATHROOMS, downstairs WC, garden with 22FT OUTBUILDING, parking for 5 cars. ",04/11/2019,"Oakwood Estates, Langley","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/216k/215192/85715081/215192_4787275_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Chestnut Avenue, Langley, SL3",Large and rarely available 5/6 bedroom detached property with 2/3 reception rooms offering versatile accommodation as well as 2 shower rooms and family bathroom. There is also a large block drive providing parking for several cars as well as being conveniently positioned for Langley's 3 gram...,13/11/2019,"The Frost Partnership, Langley","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/5k/4670/86573054/4670_364329_IMG_01_0000_max_476x317.jpg
3 bedroom house for sale,"Langley,Berkshire,SL3","A stunning three bedroom family residence situated just off the Langley Road. Close to local Grammar Schools, shops and amenities.",12/10/2019,"Chancellors, Slough","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/146k/145253/84275375/145253_3173043_IMG_13_0000_max_476x317.jpg
5 bedroom detached house for sale,"Hogfair Lane, Burnham, Buckinghamshire","Substantial 5 DOUBLE BEDROOM/4 BATHROOM detached family home located opposite Burnham Grammar School and 5 minute walk to High St, APPROX. 2439 SQFT, 22ft dining room, 17ft sitting room, kitchen/breakfast room, south-west facing garden, parking for 3 cars, 16ft garage, NO CHAIN. ",02/12/2019,"Oakwood Estates, Burnham","£750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/189k/188408/75946381/188408_4812293_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Langley Road, Langley, SL3","Situated in a popular location is this well presented semi-detached family home. The ground floor comprises entrance porch to entrance hallway leading to approx 26ft through lounge, dining area with door to rear garden, kitchen with separate store room and wet room. The spacious first floor ...",21/09/2019,"YOUR MOVE Frank Farr, Langley","£740,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46053/74279539/46053_528935754_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Gore Road, Burnham, Buckinghamshire, SL1","An attractive detached family home of character offering deceptively spacious accommodation, including a stunning open plan kitchen / dining / family room to the rear with bi-fold doors to the garden. The property enjoys a most convenient location within close proximity to Burnham village.",06/12/2019,"Hamptons International Sales, Maidenhead","£730,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37874/86156759/37874_MAI190216_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Long Readings Lane, Slough","A completely refurbished and now superbly presented to high specification four bedroom chalet bungalow is now available for sale towards Farnham Royal. It benefits from 19ft lounge, impressive refitted 19ft kitchen, 22ft conservatory, two bathrooms, garage with driveway and exceptional rear garden.",05/03/2019,"Connells, Slough","£700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/79860638/1579_SGH305808_IMG_01_0001_max_476x317.JPG
4 bedroom detached house for sale,"Halkingcroft, Langley, Berkshire","FOUR DOUBLE bedroom detached chalet-style home situated on one of Langley's most sought-after roads, 2090 SQFT (approx.), 20FT LIVING ROOM with wood floor, dining room, conservatory with u/f heating, GRANITE FITTED KITCHEN, 2 bathrooms, SOLAR PANELS, 17ft garage and parking for 4 cars. ",03/12/2019,"Oakwood Estates, Langley","£700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/216k/215192/85650029/215192_4347275_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Long Readings Lane, Farnham Royal, SL2 1QF",Elsewhere are delighted to offer this superbly presented Detached chalet style family home. This fine property offers a spacious interior with the added benefit of a 22ft Entertainment Room (could be ...,30/09/2019,"Elsewhere, Slough","£700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73332/74445934/73332_521249_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Upton Park, Slough","This three bedroom detached house is now offered for sale in this private conservation area of Slough, and yet within walking distance of the High Street and mainline railway station. It benefits from two reception areas, two bathrooms, gas central heating to radiators, integral garage.",30/04/2019,"Connells, Slough","£700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/81322271/1579_SGH306619_IMG_01_0001_max_476x317.JPG
4 bedroom detached house for sale,"Halkingcroft, Slough, SL3",The Flatman Partnership is pleased to present this rare opportunity to purchase a four bedroom detached house in arguably one of Langley's most desirable roads. The property has been the subject of significant home improvements by the current owners yet still offers potential for further ...,12/12/2019,"The Flatman Partnership, Langley","£700,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/89k/88598/67011708/88598_13707597_IMG_01_0001_max_476x317.JPG
5 bedroom semi-detached house for sale,"Willoughby Road, Langley, SL3","This Victorian semi detached family home is perfectly located near the High Street with its array of shops and amenities. Langley Station, which will shortly join the Crossrail route, is 0.3 miles away and the M4, M25 and M40 plus Heathrow are also easily accessible.Superb ground floor accommo...",02/12/2019,"Hilton King & Locke, Iver","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6006/66952293/6006_16646672_IMG_01_0000_max_476x317.jpg
7 bedroom link detached house for sale,"Cippenham Lane, Slough","This vastly extended and spacious seven bedroom link-detached property is now offered for sale providing great potential to be let as HMO (subject to normal consent). It benefits from two reception rooms, fitted kitchen, utility room, gas central heating, useful loft room and off street parking.",23/07/2019,"Connells, Slough","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/70884910/1579_SGH306581_IMG_15_0001_max_476x317.JPG
3 bedroom detached house for sale,Upton Road,"Situated walking distance to LONG CLOSE INDEPENDENT SCHOOL as well as LANGLEY GRAMMAR SCHOOL is this THREE DOUBLE BEDROOM detached family home, full of charm and Character. Property benefits from: Large master bedroom with En-suite | 2 Reception Rooms | Modern fitted Kitchen with fitted SMEG appl...",17/12/2019,"Glenn Flegg & Company, Langley","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/10k/9217/83720345/9217_GFLSA_569162_IMG_01_0000_max_476x317.jpg
1 bedroom semi-detached house for sale,"Rixon Close, George Green, SL3","A stunning one bedroom freehold house. These one bedroom starter homes are always highly sought after, especially this type as they have a garage, own driveway with parking for two cars plus a private rear garden alongside larger than average accommodation. With this in mind, please contact us...",29/08/2019,"Hilton King & Locke, Iver","£275,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6006/66952284/6006_16646662_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Southwold Spur, Langley, SL3","NO ONWARD CHAIN. Situated in a sought after residential area is this well presented detached family home. To the ground floor the entrance hall leads to 24ft approx living room, modern fitted kitchen, dining area with patio door to rear garden. The spacious first floor landing offers loft a...",08/08/2019,"YOUR MOVE Frank Farr, Langley","£675,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46053/73427782/46053_528939662_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Bannister Close, SLOUGH","This extended five bedroom semi-detached house is now available for sale in a cul-de-sac location just off Langley Road. It benefits from 28ft kitchen/family room, refitted kitchen and bathroom, two en-suites, gas central heating and double glazed windows.",03/09/2019,"Connells, Slough","£659,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/73371373/1579_SGH306825_IMG_01_0001_max_476x317.JPG
4 bedroom semi-detached house for sale,"Cranbourne Close, Slough","A vastly improved and extended Four/Five bedroom semi detached house situated in a cul-de-sac location overlooking a central green just off Cippenham Lane. Benefiting from three reception rooms cloakroom, utility room, refitted kitchen, large rear garden. The property is ideally situated for acc...",20/11/2019,"Langhams Estate Agents, Slough","£659,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25200/75667000/25200_9959991_IMG_01_0000_max_476x317.jpg
4 bedroom property for sale,"Shaggy Calf Lane, Slough","Anderson Estates are excited to welcome to the market this four bedroom semi detached house in a popular and sort after location in slough. The property features two large reception rooms, four good size bedrooms, large garden. This property also offers a two bedroom annexe that is achieving (con...",20/07/2018,"Anderson Estates, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87143/66550303/87143_ANE1000554_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Lincoln Hatch Lane, Burnham, Slough","Situated in the heart of Burnham village and just a short walk to Burnham train station (Crossrail) is this beautifully presented, detached family home. The property has undergone considerable improvements by the current owner. The property offers ample living accommodation as well as four b...",27/09/2019,"Romans, Burnham","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7957/86434754/7957_HUB160630_IMG_01_0000_max_476x317.jpg
4 bedroom house for sale,"Slough,Berkshire,SL2",This four double bedroom house is brought to the market with no onward chain. The property is situated on a corner plot with garage and driveway.,11/12/2019,"Chancellors, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/146k/145253/87411725/145253_3271615_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Langley, Slough","Glenn Flegg & Company are excited to welcome to the market the ideal family home, perfect for entertaining guests. The centerpiece of the property is the large kitchen diner complete with granite worktops, 32 soft closing handle-less storage units with under cupboard lighting, large breakfast bar...",13/12/2019,"Glenn Flegg & Company, Langley","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/10k/9217/86052626/9217_GFLSA_572937_IMG_05_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Cranbourne Close, Slough","SIX BEDROOM SEMI DETACHED FAMILY HOME - WITH ONE BEDROOM APARTMENT This six bedroom semi detached family home has recently been refurbished to a high standard and presented immaculately throughout. Benefiting from spacious lounge/ diner, modern fitted kitchen/ breakfast room with integra...",29/11/2019,"B Simmons & Son, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/9k/8328/87035891/8328_29302015_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Courtlands Avenue, Slough","A vastly improved and extended three/four bedroom semi-detached house is now offered for sale. It benefits from two reception rooms, 16ft kitchen, cloakroom/shower room, gas central heating to radiators, double glazed windows and off street parking.",23/08/2019,"Connells, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1579/84199004/1579_SGH306848_IMG_10_0000_max_476x317.JPG
4 bedroom detached house for sale,"Cambridge Avenue, Burnham Village","A detached home situated in a popular cul de sac in North Burnham. The property briefly comprises of 3 reception rooms, ground floor bathroom, fully fitted kitchen, utility room, 4 bedrooms, master with en suite and a family bathroom. Garage and off street parking, enclosed rear garden.",10/06/2019,"Roger Platt, Burnham","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1772/70896973/1772_BRH103356_IMG_10_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"Foxherne, Langley, SL3 7AR",Elsewhere are delighted to offer this superbly presented semi-detached townhouse. Quietly located within a sought after no through road close to St Bernard's Grammar School and enjoying a pleasant...,19/10/2019,"Elsewhere, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73332/75026365/73332_528044_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Canterbury Avenue & 2b Villiers Road, Slough, SL2",A rare opportunity to acquire an extended semi-detached house and a detached bungalow built at the rear of the property . The properties would make an ideal investment or two properties for an extended family requiring privacy.,13/09/2019,"The Frost Partnership, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/9k/8831/65124000/8831_364549_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Cambridge Avenue, Burnham, SL1",A substantially extended four-bedroom detached family home providing spacious and flexible living accommodation. The property occupies a generous sized plot with ample driveway parking which extends to the side of the house leading to a detached garage and delightful rear garden of approximately ...,11/06/2019,"The Frost Partnership, Burnham","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6900/70846114/6900_303695_IMG_46_0000_max_476x317.jpg
4 bedroom detached house for sale,Burnham,"A Stunning Detached Four Bedroom Family Home! Featuring a beautiful open plan kitchen through breakfast room, a lounge through dining area, utility room, cloakroom, two bathrooms, driveway parking and four great sized bedrooms! This rarely available property is a must view!!",14/08/2019,"Glenn Flegg & Company, Burnham, Slough","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12463/73534063/12463_GFBSA_546197_IMG_01_0000_max_476x317.jpg
